（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08K767M5V,B08CVS5KZJ,"7 Pieces Comforter Sheet Set Queen Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-Q,499,5,150,1,649,6,5.16%,4.39%,3.75%,1.20%,4.75%,3.05%,698,10,191,2,889,12,5.54%,6.99%,3.83%,5.05%,4.92%,100.00%,100.00%,17,0,2.62%,0.00%,US$959.68,US$0.00,17,0
B092LX5PDW,B08P4H29YB,Gray Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG02-K,360,6,132,2,492,8,3.72%,5.26%,3.30%,2.41%,3.60%,4.06%,503,7,172,2,675,9,3.99%,4.90%,3.45%,3.84%,3.69%,100.00%,100.00%,13,0,2.64%,0.00%,US$909.87,US$0.00,13,0
B08T6WTS5M,B08T6W8P9G,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Dinosaur White Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS-105,197,1,46,0,243,1,2.04%,0.88%,1.15%,0.00%,1.78%,0.51%,279,1,62,0,341,1,2.21%,0.70%,1.24%,1.94%,0.41%,99.71%,100.00%,11,0,4.53%,0.00%,US$384.89,US$0.00,11,0
B0BRN8J9X9,B099MXYR8T,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design White,UCBS-02,200,1,67,1,267,2,2.07%,0.88%,1.68%,1.20%,1.95%,1.02%,254,5,77,1,331,6,2.02%,3.50%,1.54%,1.88%,2.46%,98.79%,100.00%,11,0,4.12%,0.00%,US$329.89,US$0.00,11,0
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,112,4,49,1,161,5,1.16%,3.51%,1.23%,1.20%,1.18%,2.54%,164,7,63,1,227,8,1.30%,4.90%,1.26%,1.29%,3.28%,100.00%,100.00%,10,0,6.21%,0.00%,US$259.90,US$0.00,10,0
B0BRN8J9X9,B099MJ38BC,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Gray,UCBS-01,273,5,92,2,365,7,2.82%,4.39%,2.30%,2.41%,2.67%,3.55%,328,5,112,6,440,11,2.60%,3.50%,2.24%,2.50%,4.51%,98.41%,100.00%,10,0,2.74%,0.00%,US$299.90,US$0.00,10,0
B092VTVKZ7,B092T8T2GF,"4 Pieces White Girls Toddler Bedding Set Orange Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-123,320,3,78,1,398,4,3.31%,2.63%,1.95%,1.20%,2.91%,2.03%,459,3,102,1,561,4,3.64%,2.10%,2.04%,3.19%,1.64%,99.29%,100.00%,10,0,2.51%,0.00%,US$299.90,US$0.00,9,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,172,0,100,1,272,1,1.78%,0.00%,2.50%,1.20%,1.99%,0.51%,221,0,116,1,337,1,1.75%,0.00%,2.33%,1.92%,0.41%,100.00%,100.00%,9,0,3.31%,0.00%,US$539.91,US$0.00,9,0
B08DXYYPHT,B07QXRHSNS,UOZZI BEDDING 3 Piece Reversible Quilt Set Queen Size 90x90 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover Blanket for All Season Colorful Dots (1 Quilt+ 2 Shams),UQT38-Q,311,4,129,2,440,6,3.22%,3.51%,3.23%,2.41%,3.22%,3.05%,433,4,182,4,615,8,3.44%,2.80%,3.65%,3.50%,3.28%,99.35%,100.00%,9,0,2.05%,0.00%,US$359.91,US$0.00,8,0
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,203,0,145,1,348,1,2.10%,0.00%,3.63%,1.20%,2.55%,0.51%,308,0,213,1,521,1,2.44%,0.00%,4.27%,2.96%,0.41%,99.62%,100.00%,8,0,2.30%,0.00%,US$319.92,US$0.00,8,0
B08DXYYPHT,B08B52HXMX,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set King Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-K,132,1,48,1,180,2,1.37%,0.88%,1.20%,1.20%,1.32%,1.02%,174,1,68,1,242,2,1.38%,0.70%,1.36%,1.38%,0.82%,100.00%,100.00%,6,0,3.33%,0.00%,US$269.94,US$0.00,6,0
B092LX5PDW,B08P4K1SYL,Gray Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG02-Q,558,5,226,3,784,8,5.77%,4.39%,5.65%,3.61%,5.74%,4.06%,750,9,302,3,"1,052",12,5.95%,6.29%,6.05%,5.98%,4.92%,99.90%,91.67%,6,0,0.77%,0.00%,US$389.88,US$0.00,6,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,121,2,35,0,156,2,1.25%,1.75%,0.88%,0.00%,1.14%,1.02%,162,2,37,0,199,2,1.29%,1.40%,0.74%,1.13%,0.82%,97.99%,100.00%,6,0,3.85%,0.00%,US$179.94,US$0.00,6,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,41,3,16,1,57,4,0.42%,2.63%,0.40%,1.20%,0.42%,2.03%,47,5,24,1,71,6,0.37%,3.50%,0.48%,0.40%,2.46%,100.00%,100.00%,14,0,24.56%,0.00%,US$125.86,US$0.00,5,0
B08T6WTS5M,B088KD7B58,UOZZI BEDDING 4 Piece Gray Dinosaurs Toddler Bedding Set with Colorful Dinos Boys Bed Comforter Sheet Set,UTBS-102N,216,1,47,0,263,1,2.23%,0.88%,1.18%,0.00%,1.93%,0.51%,297,1,68,0,365,1,2.36%,0.70%,1.36%,2.07%,0.41%,99.18%,100.00%,5,0,1.90%,0.00%,US$174.95,US$0.00,5,0
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,146,1,70,0,216,1,1.51%,0.88%,1.75%,0.00%,1.58%,0.51%,171,1,85,0,256,1,1.36%,0.70%,1.70%,1.46%,0.41%,99.61%,100.00%,5,0,2.31%,0.00%,US$339.95,US$0.00,5,0
B07NW55BDC,B07NW5H492,"UOZZI BEDDING All-Season Teal (Light Blue) Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK24-70,56,0,28,0,84,0,0.58%,0.00%,0.70%,0.00%,0.61%,0.00%,79,0,31,0,110,0,0.63%,0.00%,0.62%,0.63%,0.00%,100.00%,0.00%,6,0,7.14%,0.00%,US$53.94,US$0.00,4,0
B08DXYYPHT,B07QYRV5FZ,UOZZI BEDDING 3 Piece Reversible Quilt Set King Size 102x90 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover Blanket for All Season Colorful Dots (1 Quilt+ 2 Shams),UQT38-K,169,3,66,3,235,6,1.75%,2.63%,1.65%,3.61%,1.72%,3.05%,235,6,80,3,315,9,1.86%,4.20%,1.60%,1.79%,3.69%,99.37%,100.00%,4,0,1.70%,0.00%,US$171.96,US$0.00,4,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,78,4,11,0,89,4,0.81%,3.51%,0.28%,0.00%,0.65%,2.03%,117,4,12,0,129,4,0.93%,2.80%,0.24%,0.73%,1.64%,99.22%,100.00%,5,0,5.62%,0.00%,US$149.95,US$0.00,4,0
B08DXYYPHT,B07TRKC348,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces Queen Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-Q,93,1,42,0,135,1,0.96%,0.88%,1.05%,0.00%,0.99%,0.51%,96,1,48,0,144,1,0.76%,0.70%,0.96%,0.82%,0.41%,100.00%,100.00%,4,0,2.96%,0.00%,US$171.96,US$0.00,4,0
B08D3DNTBX,B07TYLTKSS,Colorful Dots Comforter Set Queen Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Adult Teen Summer Duvet Sets 1 Winter Microfiber Comforter with 2 Pillow Shams,UZBZ38-Q,71,2,25,0,96,2,0.73%,1.75%,0.63%,0.00%,0.70%,1.02%,100,2,30,0,130,2,0.79%,1.40%,0.60%,0.74%,0.82%,99.23%,100.00%,4,0,4.17%,0.00%,US$183.96,US$0.00,4,0
B08K767M5V,B08CVT27TW,"6 Pieces Comforter Sheet Set Twin Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 1 Pillowcases)",UZBIG38-T,134,0,48,2,182,2,1.39%,0.00%,1.20%,2.41%,1.33%,1.02%,187,0,67,2,254,2,1.48%,0.00%,1.34%,1.44%,0.82%,100.00%,100.00%,4,0,2.20%,0.00%,US$199.96,US$0.00,4,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,58,0,17,0,75,0,0.60%,0.00%,0.43%,0.00%,0.55%,0.00%,76,0,27,0,103,0,0.60%,0.00%,0.54%,0.59%,0.00%,76.70%,0.00%,4,0,5.33%,0.00%,US$119.96,US$0.00,4,0
B091Y38CV7,B091Y6MZ8J,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Royal Blue & Gray",UTBSC-04,101,0,28,1,129,1,1.05%,0.00%,0.70%,1.20%,0.94%,0.51%,130,0,31,1,161,1,1.03%,0.00%,0.62%,0.92%,0.41%,99.38%,100.00%,5,0,3.88%,0.00%,US$149.95,US$0.00,4,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,116,2,46,1,162,3,1.20%,1.75%,1.15%,1.20%,1.19%,1.52%,132,2,51,1,183,3,1.05%,1.40%,1.02%,1.04%,1.23%,99.45%,100.00%,4,0,2.47%,0.00%,US$119.96,US$0.00,4,0
B092LX5PDW,B09KXH87XM,UOZZI BEDDING Cream White Bed in a Bag Queen 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-Q,268,2,122,3,390,5,2.77%,1.75%,3.05%,3.61%,2.85%,2.54%,332,5,159,3,491,8,2.63%,3.50%,3.19%,2.79%,3.28%,99.59%,25.00%,4,0,1.03%,0.00%,US$263.96,US$0.00,4,0
B092LX5PDW,B0B7J74T6N,Green Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-K,161,1,57,0,218,1,1.67%,0.88%,1.43%,0.00%,1.60%,0.51%,191,1,67,0,258,1,1.52%,0.70%,1.34%,1.47%,0.41%,100.00%,100.00%,4,0,1.83%,0.00%,US$279.96,US$0.00,4,0
B01JL0GK9E,B01H1O894G,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-T,66,0,53,1,119,1,0.68%,0.00%,1.33%,1.20%,0.87%,0.51%,92,0,63,1,155,1,0.73%,0.00%,1.26%,0.88%,0.41%,100.00%,100.00%,3,0,2.52%,0.00%,US$74.97,US$0.00,3,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,54,2,22,1,76,3,0.56%,1.75%,0.55%,1.20%,0.56%,1.52%,66,2,23,1,89,3,0.52%,1.40%,0.46%,0.51%,1.23%,100.00%,100.00%,4,0,5.26%,0.00%,US$103.96,US$0.00,3,0
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,56,0,19,0,75,0,0.58%,0.00%,0.48%,0.00%,0.55%,0.00%,70,0,26,0,96,0,0.56%,0.00%,0.52%,0.55%,0.00%,100.00%,0.00%,5,0,6.67%,0.00%,US$124.95,US$0.00,3,0
B08DXYYPHT,B08B51GQGQ,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set Queen Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-Q,148,1,67,0,215,1,1.53%,0.88%,1.68%,0.00%,1.57%,0.51%,200,1,94,0,294,1,1.59%,0.70%,1.88%,1.67%,0.41%,99.66%,100.00%,3,1,1.40%,100.00%,US$119.97,US$39.99,3,1
B08DXYYPHT,B08B51JB5N,UOZZI BEDDING 2 Piece Reversible Colorful Quilt Set Twin Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-T,47,1,31,1,78,2,0.49%,0.88%,0.78%,1.20%,0.57%,1.02%,59,1,36,1,95,2,0.47%,0.70%,0.72%,0.54%,0.82%,100.00%,100.00%,5,0,6.41%,0.00%,US$189.95,US$0.00,3,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,144,3,35,0,179,3,1.49%,2.63%,0.88%,0.00%,1.31%,1.52%,172,4,45,0,217,4,1.36%,2.80%,0.90%,1.23%,1.64%,99.54%,100.00%,3,0,1.68%,0.00%,US$197.97,US$0.00,3,0
B091Y38CV7,B091Y3D9GN,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Purple & Gray",UTBSC-11,13,0,4,1,17,1,0.13%,0.00%,0.10%,1.20%,0.12%,0.51%,13,0,6,2,19,2,0.10%,0.00%,0.12%,0.11%,0.82%,94.74%,100.00%,3,0,17.65%,0.00%,US$89.97,US$0.00,3,0
B09QBX987B,B09QBVDKTL,Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size White with Green Leaves Pink Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG178-Q,51,0,33,0,84,0,0.53%,0.00%,0.83%,0.00%,0.61%,0.00%,78,0,38,0,116,0,0.62%,0.00%,0.76%,0.66%,0.00%,100.00%,0.00%,3,0,3.57%,0.00%,US$197.97,US$0.00,3,0
B08XXHWMH7,B09TSDL34B,Quilt Set Queen Size Cream White with Black Branch Bedding Set 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer 3 Pc Bed Cover for (1 Quilt+ 2 Shams),UQT165-Q,73,0,66,2,139,2,0.76%,0.00%,1.65%,2.41%,1.02%,1.02%,88,0,87,2,175,2,0.70%,0.00%,1.74%,0.99%,0.82%,98.29%,100.00%,4,0,2.88%,0.00%,US$179.96,US$0.00,3,0
B094QRWNTJ,B09VC6NPXP,"100% Cotton 4 Pieces White Space Toddler Bedding Set with Colorful Rocket Stars and Planet Includes Adorable Quilted Comforter, Blue Gray Fitted Sheet, Top Sheet, and Pillow Case for Boys Girls",UCMTBS-12,43,1,10,0,53,1,0.44%,0.88%,0.25%,0.00%,0.39%,0.51%,62,2,13,0,75,2,0.49%,1.40%,0.26%,0.43%,0.82%,100.00%,0.00%,3,0,5.66%,0.00%,US$128.97,US$0.00,3,0
B08DXYYPHT,B07QYV47W2,UOZZI BEDDING 2 Piece Reversible Kids Quilt Set Twin Size 68x86 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season Colorful Dots (1 Quilt + 1 Shams),UQT38-T,59,0,35,1,94,1,0.61%,0.00%,0.88%,1.20%,0.69%,0.51%,80,0,43,1,123,1,0.63%,0.00%,0.86%,0.70%,0.41%,100.00%,100.00%,3,0,3.19%,0.00%,US$113.97,US$0.00,2,0
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,123,3,64,2,187,5,1.27%,2.63%,1.60%,2.41%,1.37%,2.54%,180,3,75,3,255,6,1.43%,2.10%,1.50%,1.45%,2.46%,100.00%,100.00%,2,0,1.07%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07T62MXMM,UOZZI BEDDING 3 Piece Reversible Dark Gray Queen Size Quilt Set with Triangle Pattern Soft Microfiber Lightweight Adult Summer Coverlet Bedspread Bed Blanket for All Season,UQT20-Q,50,0,33,1,83,1,0.52%,0.00%,0.83%,1.20%,0.61%,0.51%,54,0,36,1,90,1,0.43%,0.00%,0.72%,0.51%,0.41%,98.89%,100.00%,3,0,3.61%,0.00%,US$119.97,US$0.00,2,0
B09QC6HXD3,B07V5VMGXY,"Boys Space Planet Toddler Bedding Set Gray-Green Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Boys Bed",UTBS70,30,0,9,0,39,0,0.31%,0.00%,0.23%,0.00%,0.29%,0.00%,40,0,9,0,49,0,0.32%,0.00%,0.18%,0.28%,0.00%,100.00%,0.00%,2,0,5.13%,0.00%,US$59.98,US$0.00,2,0
B08HV2DGDW,B08HLWJNZN,"Gray Faux Fur Comforter Set Full/Queen 3 Pieces - 1 Shaggy Comforter 90x90 and 2 Fur Pillowcases, Ultra Soft and Easy Care Sherpa Luxury Plush Super Warm Winter Shaggy Bedding Set",CMRCBZ01-Q,203,3,84,3,287,6,2.10%,2.63%,2.10%,3.61%,2.10%,3.05%,282,3,110,3,392,6,2.24%,2.10%,2.20%,2.23%,2.46%,100.00%,100.00%,2,0,0.70%,0.00%,US$151.98,US$0.00,2,0
